liquid_inlet_flow_vol,liquid_inlet_conc_mol_comp_H2SO4,solid_inlet_flow_mass,solid_inlet_mass_frac_comp_Al2O3,solid_inlet_mass_frac_comp_CaO,solid_inlet_mass_frac_comp_Ce2O3,solid_inlet_mass_frac_comp_Dy2O3,solid_inlet_mass_frac_comp_Fe2O3,solid_inlet_mass_frac_comp_Gd2O3,solid_inlet_mass_frac_comp_La2O3,solid_inlet_mass_frac_comp_Nd2O3,solid_inlet_mass_frac_comp_Pr2O3,solid_inlet_mass_frac_comp_Sc2O3,solid_inlet_mass_frac_comp_Sm2O3,solid_inlet_mass_frac_comp_Y2O3,solid_inlet_mass_frac_comp_inerts,liquid_outlet_flow_vol,liquid_outlet_conc_mass_comp_H,liquid_outlet_conc_mass_comp_HSO4,liquid_outlet_conc_mass_comp_SO4,liquid_outlet_conc_mass_comp_Al,liquid_outlet_conc_mass_comp_Ca,liquid_outlet_conc_mass_comp_Ce,liquid_outlet_conc_mass_comp_Dy,liquid_outlet_conc_mass_comp_Fe,liquid_outlet_conc_mass_comp_Gd,liquid_outlet_conc_mass_comp_La,liquid_outlet_conc_mass_comp_Nd,liquid_outlet_conc_mass_comp_Pr,liquid_outlet_conc_mass_comp_Sc,liquid_outlet_conc_mass_comp_Sm,liquid_outlet_conc_mass_comp_Y,solid_outlet_flow_mass,solid_outlet_mass_frac_comp_Al2O3,solid_outlet_mass_frac_comp_CaO,solid_outlet_mass_frac_comp_Ce2O3,solid_outlet_mass_frac_comp_Dy2O3,solid_outlet_mass_frac_comp_Fe2O3,solid_outlet_mass_frac_comp_Gd2O3,solid_outlet_mass_frac_comp_La2O3,solid_outlet_mass_frac_comp_Nd2O3,solid_outlet_mass_frac_comp_Pr2O3,solid_outlet_mass_frac_comp_Sc2O3,solid_outlet_mass_frac_comp_Sm2O3,solid_outlet_mass_frac_comp_Y2O3,solid_outlet_mass_frac_comp_inerts
0.36075320521931764,0.4289255777232608,0.8875628397622035,0.7316810376430649,0.3139014631019697,0.22262178590469028,0.527578886134992,0.45410329024376667,0.8906457206392927,0.8175848477690232,0.41690683572348397,0.09295414457019506,0.4053199558571746,0.10163825246941341,0.5923374673069969,0.33178624899903547,0.3600572134938526,0.20055850189379285,0.21660891028216303,0.4829335022673596,0.41950244414557025,0.49350039874563223,0.37792488026647597,0.4341837490216333,0.48149560247806317,0.7269579884280403,0.5538245414762467,0.5509290680195416,0.33541344494537084,0.3401070455772193,0.31163961189236783,0.4336882295235205,0.8360600332791829,0.7788539625925645,0.42332261445207325,0.21328111914307088,0.47587504551696286,0.47491131118488267,0.23013520980863816,0.4716303500067466,0.2720494180212476,0.1616273132812702,0.41292068473561705,0.19736111207235757,0.5329796436429887,0.30211054562952605
0.23757313731410903,0.49494506172579456,0.014581217714323113,0.2070485040023544,0.34672605667688783,0.013641622415051971,0.11991387023974417,0.6091879644057568,0.5506901553602901,0.9549588815275282,0.7747958380314606,0.49034368870142836,0.037607142210675376,0.5771229839959466,0.6268893960482845,0.7092179780298733,0.23724010653699196,0.28901066075640075,0.3080257231869961,0.4791065603427148,0.48270125432367555,0.30208410053551343,0.21448338012351834,0.27545740980830224,0.4605875230215045,0.42251406223465726,0.4094988479279465,0.4538624058929929,0.3302953484959106,0.2618950720388702,0.3596691602085872,0.37894033284893636,0.061177189076219884,0.4495182051356665,0.31523656122262367,0.06105639600635826,0.1679374162570672,0.33123642840356554,0.07955032334898346,0.3243282672862146,0.1920470265394037,0.20570053927848797,0.06068998354492442,0.37338306756587747,0.43406885747544466,0.5930685361219799
0.15987306346455807,0.4902658341104822,0.4235035401921937,0.9155924172087977,0.1498677059661599,0.8790926786750152,0.30180800180405937,0.9951306999041925,0.08751656193629798,0.17575165696487174,0.4094473211361765,0.7177532847867787,0.7730439417808014,0.26330017763361724,0.8779411620579293,0.07435791709145496,0.15980886966759222,0.1599861263972765,0.21004198878178176,0.5831727790916708,0.46226298895104834,0.647857157278466,0.7136255454717524,0.5336169390891512,0.6300777322011534,0.4566674658687828,0.6523432680060667,0.6541936503003793,0.6787761586625091,0.5156809572207907,0.46028044809179147,0.613279781804558,0.43028022248588366,0.8596283531823685,0.20661159647544364,0.3901131582679,0.26861338181200695,0.5621504661099331,0.08058137355007242,0.22544761563337176,0.20510382425159435,0.3134256610177978,0.7229415914348016,0.2377161581069373,0.5920945393185677,0.21966134487406158
0.1831984927463795,0.5368869474544757,0.12122415591294058,0.9761124988129953,0.37964949700150036,0.8252349252520204,0.9898660797576377,0.8693614242667926,0.979260596156424,0.2027205570141266,0.23231293594669833,0.6746525513667815,0.44920576645899724,0.08548328216366817,0.8706250327116296,0.051192943799428604,0.1831814216990634,0.22334752632267393,0.2843239945448942,0.5693878437604072,0.5272038102014618,0.45726089591113145,0.5409510364621201,0.5414102173752104,0.5550398074888584,0.6645180673882032,0.48254891628663366,0.4678250147166861,0.49491765626185763,0.39934557169459195,0.3171034520025088,0.5040395364891809,0.15527102061620116,0.8121475666880807,0.2604071673135802,0.3197854287340699,0.6069352647072436,0.43447333128542653,0.14927387401973638,0.18817855766383176,0.12216100513375805,0.2606896349535453,0.4260878163025519,0.11609134077465741,0.5481952253955096,0.28904658383453713
0.24385224087446467,0.0683043670689261,0.12573407933614947,0.17873268196079176,0.27638789965400956,0.7574864865679284,0.841993467250622,0.252630207363589,0.1051183497841542,0.05351292052282276,0.6301443096282672,0.6996412530987798,0.10029123960603745,0.5891432931002918,0.371637928446531,0.8064200884130504,0.24195366623919412,0.07172339928584034,0.023945847183729028,0.1543881384061415,0.07906455598472889,0.2953069510956648,0.25910737282745944,0.24888845452143094,0.15976275962565376,0.18988556986544958,0.22952773776331317,0.26144462812376207,0.2796665230968109,0.09931534708782751,0.1943619786326282,0.16982635281985262,0.20531020385548993,0.6421453215720253,0.36453562058834843,0.5479912980370559,0.6987735710688655,0.5893906591992666,0.23742887443959082,0.42341692503944206,0.4897196052634486,0.49763202237354126,0.15949586966032492,0.5529453500579701,0.4956409885481908,0.37680772187763917
0.6747515950787558,0.9389571435278345,0.7025269725206199,0.8529047627268298,0.009106308948870913,0.5716662903130252,0.22720075487953412,0.08976451771192243,0.832864231861158,0.2238952092697194,0.21388194341129632,0.5126832722623796,0.6986437508232657,0.42753305066910713,0.0891382458647674,0.3167220072297535,0.6757924577039068,0.6767469601862086,0.8312673414523373,0.555706937679923,0.8870508328868376,0.1361114096379559,0.3255055990926092,0.21495944531378716,0.4523095681052099,0.5025564128364822,0.2741386837304398,0.3406174618978418,0.28431723222298094,0.38707751923510947,0.281967186401517,0.27784362453213757,0.5806656406696454,0.462699672164013,0.5462124563583309,0.2746295919097077,0.3406519407491915,0.1637859159949579,0.0670996390912125,0.3619825310433773,0.11713950504263221,0.28543868014679347,0.6898788753022296,0.351509180799292,0.27481798527681045,0.6241782711963092
0.3441731149039933,0.632441712071503,0.8387008942942601,0.0561030528500279,0.9461787822963218,0.23499915007569974,0.13165774801485464,0.3658538478731741,0.2623145380134859,0.8008212503381945,0.17155463587863293,0.6874987029163001,0.418426572211716,0.7694613619279898,0.18860395592869572,0.8719147492780845,0.34431188879293995,0.28557719735321624,0.38297628845131965,0.601825195138269,0.6001160814561164,0.5836899680081469,0.4288184334577847,0.4050133889654677,0.6009478967044333,0.5271573578171264,0.6119372153031576,0.5637387556237279,0.5916812279802047,0.4364646555291092,0.559686539741122,0.46613145319903426,0.7707393468024121,0.4306948233188691,0.568854396913234,0.17404262593437608,0.23006926626515764,0.3523002660571796,0.07432752757839871,0.4066549993397663,0.15777602168139293,0.3401317211403789,0.41135179690287904,0.5397154467082574,0.2908704190052226,0.5990091601451147
0.15077824332644443,0.15823268806464114,0.2523265294631843,0.7741205699027023,0.6451045405739708,0.328120143229921,0.3599965585811289,0.5217866300554332,0.08195436914853461,0.9118330911933383,0.360847276063077,0.4002632971257854,0.4445659034499219,0.8875229037037693,0.37866267507949825,0.2805086957952387,0.1496107088776459,0.07588168839878712,0.04548809210359515,0.26667567244227025,0.15006713889584805,0.5964538051416419,0.3393518560562254,0.371951519037952,0.301243757109906,0.3051369959477043,0.5124623164509425,0.42254659663300004,0.3928889334260364,0.231643432475077,0.41426080215660044,0.32657917145962295,0.31089927202564,0.8784085215039219,0.3321543847478,0.29407652571695125,0.3668770320056372,0.6159169552760231,0.18733122004473649,0.48337794925125643,0.34678485290762706,0.2963036673137188,0.45583085683110625,0.6848068393034653,0.4474876326730005,0.18981821082112846
0.3187266452699419,0.9752042460833028,0.9571886510178548,0.9216284313464898,0.22206790383279842,0.38093453660432575,0.8469729794084959,0.9247728025404695,0.9735793069933918,0.3651044636529695,0.7286361842614396,0.46054320776172275,0.644918424543715,0.6069611110487215,0.9229344739921843,0.08424261373803835,0.320299272120187,0.3236248796419498,0.6158347195126594,0.8539852724292887,0.9289910287511678,0.6047692039617358,0.5845577330082863,0.6864859754443996,0.8287388803181558,0.9627890171900001,0.7043647376327928,0.8272754251872179,0.6122914482391837,0.6279439482882788,0.6400482521460363,0.7031598182591907,0.83996520042434,0.7232826512751314,0.3651347213915806,0.19313538891789295,0.5973342304323338,0.4300012335168017,0.12660288727662083,0.28371826512124576,0.2079023732673741,0.22422640982161504,0.6135065034346411,0.4187099982642,0.6207891159611393,0.35704532781489007
0.9563274020580583,0.08472415055648362,0.9547273365046314,0.7332315555683461,0.2668829205552421,0.05641046999761843,0.2092841808855361,0.15443429018959004,0.046243569065489806,0.24190505312408575,0.21704871298589143,0.37112685873520546,0.6666077954495809,0.1557215800783121,0.3017412004184661,0.3948686374839215,0.9514575147039676,0.17475262027683705,0.054878937484009814,0.14422405233472477,0.10980268585316355,0.034602845245693716,0.05223355386386453,0.04747585582079756,0.11125393080946222,0.1378014377942018,0.06318879012697234,0.11132299619643249,0.08370212881044624,0.08834531527791516,0.051797583100913154,0.06479602168544663,0.9302585253396504,0.8388760100143355,0.7221050007912354,0.2842898653494516,0.4369552781352645,0.5670800409703964,0.1969570243869746,0.6427958668001617,0.44314747084865097,0.4565025054577139,0.6789402094068561,0.33479398775405594,0.5305602410051266,0.22855784821132724
