liquid_inlet_flow_vol,liquid_inlet_conc_mol_comp_H2SO4,solid_inlet_flow_mass,solid_inlet_mass_frac_comp_Al2O3,solid_inlet_mass_frac_comp_CaO,solid_inlet_mass_frac_comp_Ce2O3,solid_inlet_mass_frac_comp_Dy2O3,solid_inlet_mass_frac_comp_Fe2O3,solid_inlet_mass_frac_comp_Gd2O3,solid_inlet_mass_frac_comp_La2O3,solid_inlet_mass_frac_comp_Nd2O3,solid_inlet_mass_frac_comp_Pr2O3,solid_inlet_mass_frac_comp_Sc2O3,solid_inlet_mass_frac_comp_Sm2O3,solid_inlet_mass_frac_comp_Y2O3,solid_inlet_mass_frac_comp_inerts,liquid_outlet_flow_vol,liquid_outlet_conc_mass_comp_H,liquid_outlet_conc_mass_comp_HSO4,liquid_outlet_conc_mass_comp_SO4,liquid_outlet_conc_mass_comp_Al,liquid_outlet_conc_mass_comp_Ca,liquid_outlet_conc_mass_comp_Ce,liquid_outlet_conc_mass_comp_Dy,liquid_outlet_conc_mass_comp_Fe,liquid_outlet_conc_mass_comp_Gd,liquid_outlet_conc_mass_comp_La,liquid_outlet_conc_mass_comp_Nd,liquid_outlet_conc_mass_comp_Pr,liquid_outlet_conc_mass_comp_Sc,liquid_outlet_conc_mass_comp_Sm,liquid_outlet_conc_mass_comp_Y,solid_outlet_flow_mass,solid_outlet_mass_frac_comp_Al2O3,solid_outlet_mass_frac_comp_CaO,solid_outlet_mass_frac_comp_Ce2O3,solid_outlet_mass_frac_comp_Dy2O3,solid_outlet_mass_frac_comp_Fe2O3,solid_outlet_mass_frac_comp_Gd2O3,solid_outlet_mass_frac_comp_La2O3,solid_outlet_mass_frac_comp_Nd2O3,solid_outlet_mass_frac_comp_Pr2O3,solid_outlet_mass_frac_comp_Sc2O3,solid_outlet_mass_frac_comp_Sm2O3,solid_outlet_mass_frac_comp_Y2O3,solid_outlet_mass_frac_comp_inerts
0.3429623070935466,0.7380135588073929,0.38567387702784095,0.6344203374880474,0.657883317097403,0.9591571498753391,0.8444299485908513,0.6644792919599967,0.8513307882973572,0.24642526365718476,0.6064537598850872,0.673856598765651,0.962608672339508,0.24129349644553658,0.6742866417215969,0.35816588922511056,0.343420744036367,0.37373083269915797,0.5111868421732555,0.6157268746821035,0.7114718723545453,0.3755181535472047,0.5437681930563596,0.4431633197966754,0.5675292897167626,0.6097466873701335,0.4235623367597958,0.5153728243212583,0.44830847482170816,0.5129322274735053,0.3343913275934521,0.4466693751061208,0.3566290248199219,0.5592828299337237,0.48182914038414926,0.37386532336277895,0.5922955548199673,0.3279522846071705,0.09523215065059748,0.25371332483127657,0.1677844229201074,0.28651417531528844,0.8946795258392837,0.20933538807567614,0.4882355139819758,0.5077975541655028
0.6318714131599927,0.22737230983572035,0.5457828178934081,0.18104416241082444,0.6942816558420433,0.9169081771741323,0.13547509489398024,0.9944010589169519,0.6943055791981494,0.3837189434440313,0.5705597223020012,0.6417750280838556,0.877159972978953,0.16058274288536079,0.33440615129531515,0.6428804080076621,0.6292470066704309,0.2485120828479037,0.14329429982374844,0.2606140435663487,0.22739161163536323,0.1447654699170918,0.2605618298935608,0.1189199419320117,0.2571638596218727,0.3477004023864867,0.173199986747459,0.2522479513140019,0.21303297142149658,0.19783952826602902,0.12494971557347899,0.15749904708615578,0.5451483001287107,0.5562945590876899,0.6925445149795781,0.5637256570599761,0.31946334106883784,0.6634766772161276,0.2164214485853638,0.5069220904366663,0.3663238873733278,0.45418674943032694,0.8504672991440664,0.27087698939449534,0.46438100888839695,0.41940204373647955
0.7486941800631978,0.7641518743913407,0.7785836617659067,0.8207414179928345,0.7309297314870317,0.7196442984059825,0.7895347978239486,0.7913617979777449,0.7867570757945104,0.8106541753659279,0.5293064417147861,0.32830683971816516,0.8301668971567968,0.7434521596050389,0.30301290779347173,0.18528231631478223,0.7487951672742704,0.5973610634556591,0.6530485848335342,0.49441302648191576,0.7140899962375055,0.1545792996310039,0.32121584493912186,0.24578685686791038,0.4427340998340381,0.46262042004348336,0.26651636351597463,0.35133270957087975,0.21300138489199155,0.345634513852567,0.29731814178250426,0.2516261057679211,0.6623790743914465,0.5482528175800941,0.7776103004243421,0.3672127984194839,0.6919282733661911,0.39309179385839393,0.08584421494381911,0.5187404860834721,0.2080433483633721,0.24703297128105478,0.8179021153871306,0.5654076362924381,0.41022198766355117,0.495852729964952
0.7780836638228764,0.6592136042198427,0.7812254967941916,0.49636394630125574,0.06202436021428515,0.00022511182463588592,0.18052728926703518,0.19431391479902183,0.6415320551433976,0.39134388359890226,0.5032204696041856,0.22118553031725025,0.998604501083572,0.44390145057937286,0.9751414292201157,0.5735530389070891,0.7774987394833166,0.583307824905327,0.5638068783077784,0.4372792122080436,0.6264755152223238,0.09609279424003002,0.15040033872276237,0.15960114232464145,0.37150789541655593,0.40574296810880395,0.22149920443378762,0.32581921058043145,0.17393888344726857,0.3400681520171974,0.22653048923502966,0.27530912164292987,0.680512816713216,0.4441523881614862,0.5967758413559272,0.11339234023105824,0.3379808283007978,0.26728020147344383,0.08017865431969548,0.45414485306278457,0.21880770642394703,0.21660024305591186,0.9651066373391298,0.39512814136463925,0.7547153395429671,0.6106491059198252
0.2983575794396971,0.17048516627161417,0.485088398493465,0.8573624159585704,0.473433178381137,0.7667428544348747,0.3346087862090799,0.12730880813760428,0.0662782093477641,0.5975500245442079,0.48731594259599154,0.000993640911895744,0.4689074891673443,0.06227209847204333,0.8937437362223175,0.29998614849686484,0.296695854548409,0.10916118411102188,0.06430119840301605,0.26392331729259355,0.17710697215515722,0.4221616391718748,0.38626818042568284,0.28588608916156644,0.2646225363324982,0.28247179372781817,0.3850079858981063,0.3846511188378165,0.21235083694756327,0.2105188072809988,0.19816243095011934,0.3070921514829457,0.5124878147608074,0.8955174778476362,0.42607274595436495,0.5015121132340937,0.3904896952854534,0.4951045880993885,0.16564555043006798,0.48743239359489227,0.3847635800608294,0.16228714972590236,0.4801066921468712,0.20772857907901238,0.7282594752785677,0.20724177236435262
0.12379683153729018,0.7616888325472937,0.3670482314529596,0.11320562522336938,0.9123327562547708,0.6831119417366915,0.978336850953945,0.6451736924303313,0.7121245354081235,0.8453170705378178,0.34544757966287926,0.9621436430952628,0.6714803037453628,0.5869515891208852,0.2086097807918945,0.7676156504551273,0.12455090629855081,0.2322858342190397,0.40269855919075387,0.7743057404185979,0.7133686500403236,0.8397412794627505,0.7555125449345266,0.8335879508824369,0.8071333529771979,0.8258428501927051,0.8490830119112125,0.7501982503698521,0.8894956460564264,0.6793975054037009,0.6985883925934346,0.6671087379710573,0.361542004324094,0.4447758348438938,0.3263992147936132,0.24433073038042732,0.5640360446986074,0.3363213100822548,0.10076957133281805,0.24407508381347678,0.11333650428268208,0.3224118364187361,0.6071703559167431,0.3518743433864497,0.20132471590703108,0.5950336121819451
0.3707334692509318,0.47877710377025384,0.9793877357920073,0.019863434263425978,0.7519244323385617,0.9863971474560356,0.962966949178954,0.9325936871203386,0.7576911832683024,0.4705549617136353,0.3674923016418815,0.8762909733727057,0.0896528978041254,0.7371453806618735,0.12049255996059574,0.781404917190111,0.37022388441235093,0.2251601901939285,0.25747221768960993,0.5119977324657762,0.44001007158741484,0.560846117475255,0.6488154900369888,0.5351844042994003,0.56424090018826,0.7182377101764622,0.5499789540446476,0.5752123438638174,0.6330437430529691,0.30279695348163854,0.5004158594785195,0.4075921724167806,0.9104293890087927,0.47911348315263647,0.5495084682628423,0.5097714303505014,0.7234554709558796,0.581638719886753,0.18888110614461323,0.40807352820819603,0.25135253655581546,0.46657973959032584,0.1313773818245117,0.5630067941000944,0.29737930997735346,0.5016419291891168
0.6238544446120647,0.6354525858617218,0.7908436777386143,0.03849780941112131,0.8181806915661477,0.5027962487938038,0.41538206657513516,0.0014470740314571535,0.25322376742765784,0.8581169984669282,0.5883983920985807,0.30393084418173516,0.3590307661533465,0.36632823877078535,0.35767366455612964,0.9635543565549571,0.6234355710086684,0.4857261642769644,0.5042182533334653,0.4689464188938186,0.6064879019033582,0.23446966613637304,0.3223391137257668,0.2503247375814415,0.4153534163615341,0.356127856902456,0.33267223204252455,0.41718339592862613,0.25344213738751425,0.29743339631580235,0.27041345997264016,0.2956212893730301,0.7055406403322592,0.3135197292962439,0.733040122851343,0.2849196202822637,0.44416859481324444,0.22465609122067398,0.05116489784845612,0.501285462770365,0.22768532104050643,0.2316972397849408,0.36959341751509717,0.33406596766694585,0.41325450848346795,0.72019189044379
0.5274092670164963,0.49384431140817014,0.34496549341564475,0.3944363344061353,0.5364431968157715,0.17219210373586158,0.717962788340017,0.34968010195202487,0.1647013235155807,0.5624745112982015,0.542544151394015,0.6429323089262474,0.9043535677027763,0.8624736468731571,0.06107777421142478,0.6150588138173797,0.5264314476230559,0.4097505643505578,0.3697422076850472,0.40744530073489854,0.4833112029132315,0.16560147823544327,0.18796128761615366,0.23935931048735817,0.3570154993673712,0.26129573031070685,0.2486404691261903,0.3229147355648358,0.26880551822950977,0.3181411737305505,0.3007035822313225,0.22026215418020037,0.3348131023527575,0.48646257518676894,0.5845391711599782,0.15612909364057773,0.5923077446363308,0.31457126664579577,0.047427562574227415,0.40950101235158115,0.2131101444297519,0.3428409221611906,0.8579904515420802,0.6089519395205552,0.251002273721038,0.5660308153187005
0.20355694379140396,0.06377976400913905,0.25159899348791903,0.4326801526793853,0.07046031932589181,0.5160631714637147,0.23671793180043463,0.7086186044282853,0.5497461627367288,0.1468517207117703,0.05892062050561006,0.852168530115767,0.06130349469373953,0.39803551150433836,0.6515915093414256,0.5142656057557192,0.20182089515359203,0.05169494215639802,0.01724138167971317,0.15512116621300273,0.06762403115306478,0.3893358025698751,0.2576971760710288,0.22735661371394933,0.1753501445880014,0.2853178895478954,0.29845143674241575,0.2369455822841349,0.3734546926282124,0.10089685126834042,0.1967862218284097,0.21234404341340912,0.31949001084202905,0.7563383864047865,0.2967800034849729,0.46303238465777113,0.36296948846032684,0.7586073341582847,0.4378314577772824,0.46308408431069,0.3828668256034619,0.5953318185476492,0.12999673595146083,0.4510624563622332,0.6571524835035887,0.24589286553552486
0.34800842846729363,0.8948025552913407,0.2957910302203443,0.5511456815918525,0.5293463996335769,0.13628749915382427,0.815319960247837,0.8226378220627476,0.8253676401505063,0.5079380715706137,0.7289590766843704,0.7339113862359274,0.7584070493445331,0.995338816597275,0.05411003873796626,0.39260486367793557,0.3489873506116751,0.46987510030785945,0.6837385362660301,0.6563137133609448,0.8454588564965528,0.3220201352675787,0.2875743045152166,0.4257047512578968,0.6081751596692389,0.5701955542159792,0.42274096293398694,0.5176397815143283,0.44306788459820867,0.5023489343413343,0.5185299880829373,0.38131432893828043,0.26111050541132796,0.4241339355791114,0.4640031263056933,0.08373583879434818,0.566635635984715,0.28883033992525736,0.06555533486707098,0.27018864901038314,0.1463922289243639,0.28116395278856926,0.7084414650351945,0.5963253313081516,0.17080239833562316,0.6219062528349616
